time_seconds,power_watts
34.300000000000004,65.029
34.4,47.937
34.5,51.524
34.6,53.441
34.7,27.909
34.800000000000004,94.266
34.9,56.489
35.0,59.563
35.1,30.108
35.2,30.733
35.300000000000004,54.905
35.4,54.852
35.5,48.392
35.6,50.507
35.7,52.307
35.800000000000004,51.792
35.9,64.591
36.0,28.351
36.1,84.004
36.2,65.539
36.300000000000004,55.007
36.4,59.492
36.5,31.28
36.6,75.548
36.7,68.379
36.800000000000004,52.548
36.9,42.417
37.0,92.005
37.1,62.832
37.2,48.131
37.300000000000004,59.251
37.4,60.248
37.5,50.378
37.6,28.544
37.7,68.394
37.800000000000004,28.949
37.9,58.704
38.0,61.827
38.1,39.995
38.2,47.019
38.300000000000004,48.47
38.400000000000006,28.268
38.5,116.35
38.6,66.374
38.7,46.843
38.800000000000004,28.61
38.900000000000006,42.211
39.0,56.775
39.1,54.521
39.2,28.394
39.300000000000004,117.736
39.400000000000006,71.362
39.5,38.041
39.6,34.806
39.7,87.992
39.800000000000004,58.437
39.900000000000006,59.949
40.0,30.235
40.1,41.883
40.2,58.255
40.300000000000004,48.753
40.400000000000006,46.129
40.5,50.964
40.6,58.767
40.7,33.255
40.800000000000004,64.617
40.900000000000006,64.227
41.0,58.785
41.1,60.244
41.2,29.019
41.300000000000004,47.463
41.400000000000006,59.102
41.5,33.083
41.6,44.009
41.7,57.695
41.800000000000004,55.336
41.900000000000006,51.017
42.0,48.098
42.1,52.306
42.2,52.796
42.300000000000004,53.057
42.400000000000006,53.664
42.5,50.182
42.6,50.629
42.7,51.398
42.800000000000004,52.988
42.900000000000006,29.886
43.0,57.67
43.1,62.099
43.2,57.343
43.300000000000004,29.217
43.400000000000006,28.892
43.5,50.447
43.6,53.117
43.7,31.59
43.800000000000004,30.399
43.900000000000006,56.836
44.0,54.003
44.1,58.763
44.2,58.178
44.300000000000004,29.54
44.400000000000006,117.121
44.5,65.538
44.6,28.607
44.7,32.863
44.800000000000004,76.908
44.900000000000006,61.541
45.0,55.472
45.1,72.461
45.2,36.611
45.300000000000004,48.282
45.400000000000006,45.362
45.5,41.653
45.6,62.808
45.7,46.496
45.800000000000004,58.919
45.900000000000006,50.911
46.0,33.44
46.1,79.668
46.2,54.844
46.300000000000004,28.871
46.400000000000006,60.691
46.5,73.729
46.6,33.002
46.7,71.283
46.800000000000004,61.266
46.900000000000006,53.082
47.0,29.059
47.1,70.617
47.2,66.414
47.300000000000004,59.301
47.400000000000006,60.312
47.5,60.39
47.6,29.346
47.7,29.03
47.800000000000004,82.323
47.900000000000006,28.907
48.0,66.253
48.1,63.085
48.2,50.764
48.300000000000004,55.725
48.400000000000006,57.327
48.5,53.185
48.6,29.124
48.7,39.533
48.800000000000004,37.27
48.900000000000006,46.131
49.0,54.81
49.1,28.966
49.2,66.483
49.300000000000004,71.323
49.400000000000006,36.61
49.5,44.603
49.6,49.515
49.7,43.547
49.800000000000004,57.965
49.900000000000006,58.375
50.0,58.139
50.1,29.513
50.2,92.982
50.300000000000004,62.357
50.400000000000006,29.22
50.5,53.458
50.6,64.506
50.7,28.892
50.800000000000004,118.095
50.900000000000006,62.044
51.0,32.757
51.1,42.154
51.2,47.512
51.300000000000004,48.846
51.400000000000006,56.693
51.5,29.637
51.6,73.001
51.7,36.37
51.800000000000004,33.704
51.900000000000006,43.851
52.0,47.947
52.1,48.433
52.2,58.096
52.300000000000004,29.881
52.400000000000006,61.38
52.5,61.291
52.6,56.313
52.7,29.206
52.800000000000004,65.683
52.900000000000006,66.388
53.0,44.034
53.1,44.544
53.2,71.024
53.300000000000004,76.705
53.400000000000006,55.974
53.5,29.369
53.6,33.796
53.7,77.323
53.800000000000004,43.108
53.900000000000006,56.834
54.0,31.75
54.1,42.107
54.2,46.839
54.300000000000004,45.395
54.400000000000006,54.251
54.5,55.927
54.6,29.327
54.7,70.509
54.800000000000004,19.863
54.900000000000006,33.562
55.0,71.034
55.1,59.58
55.2,38.62
55.300000000000004,73.757
55.400000000000006,65.315
55.5,60.524
55.6,51.741
55.7,63.809
55.800000000000004,63.142
55.900000000000006,55.039
56.0,32.319
56.1,29.881
56.2,38.103
56.300000000000004,55.412
56.400000000000006,57.884
56.5,29.064
56.6,56.635
56.7,69.704
56.800000000000004,59.62
56.900000000000006,59.822
57.0,33.809
57.1,55.339
57.2,62.045
57.300000000000004,57.838
57.400000000000006,60.828
57.5,29.913
57.6,73.911
57.7,37.257
57.800000000000004,55.929
57.900000000000006,57.816
58.0,58.662
58.1,29.563
58.2,30.805
58.300000000000004,83.713
58.400000000000006,37.474
58.5,48.67
58.6,52.113
58.7,29.668
58.800000000000004,52.677
58.900000000000006,50.008
59.0,33.483
59.1,70.126
59.2,62.863
59.300000000000004,54.922
59.400000000000006,32.944
59.5,29.524
59.6,78.937
59.7,62.593
59.800000000000004,55.09
59.900000000000006,30.501
60.0,80.766
60.1,29.289
60.2,88.301
60.300000000000004,62.313
60.400000000000006,56.672
60.5,60.577
60.6,33.708
60.7,72.999
60.800000000000004,67.399
60.900000000000006,29.343
61.0,91.815
61.1,64.403
61.2,54.219
61.300000000000004,30.237
61.400000000000006,36.005
61.5,56.601
61.6,55.097
61.7,61.178
61.800000000000004,29.463
61.900000000000006,71.942
62.0,66.678
62.1,29.509
62.2,71.415
62.300000000000004,60.803
62.400000000000006,54.21
62.5,29.873
62.6,62.261
62.7,63.338
62.800000000000004,57.762
62.900000000000006,58.458
63.0,58.84
63.1,52.715
63.2,91.116
63.300000000000004,54.193
63.400000000000006,50.787
63.5,33.159
63.6,32.739
63.7,67.86
63.800000000000004,29.568
63.900000000000006,43.643
64.0,76.7
64.10000000000001,60.223
64.2,33.71
64.3,36.795
64.4,57.112
64.5,55.738
64.60000000000001,56.302
64.7,58.527
64.8,30.06
64.9,116.567
65.0,67.151
65.10000000000001,39.123
65.2,40.183
65.3,48.183
65.4,50.23
65.5,48.392
65.60000000000001,64.943
65.7,43.43
65.8,55.339
65.9,48.91
66.0,39.515
66.10000000000001,77.571
66.2,64.863
66.3,61.327
66.4,30.379
66.5,118.638
66.60000000000001,76.891
66.7,51.8
66.8,29.544
66.9,92.497
67.0,64.161
67.10000000000001,29.995
67.2,117.914
67.3,76.755
67.4,49.866
67.5,29.983
67.60000000000001,70.941
67.7,69.429
67.8,46.34
67.9,61.276
68.0,61.686
68.10000000000001,36.899
68.2,33.457
68.3,60.232
68.4,35.288
68.5,42.814
68.60000000000001,48.899
68.7,54.567
68.8,60.716
68.9,61.212
69.0,30.19
69.10000000000001,50.909
69.2,75.414
69.3,36.568
69.4,30.521
69.5,42.431
69.60000000000001,34.281
69.7,81.621
69.8,60.946
69.9,34.49
70.0,30.396
70.10000000000001,79.134
70.2,52.657
70.3,57.168
70.4,58.569
70.5,34.146
70.60000000000001,30.109
70.7,68.918
70.8,61.733
70.9,31.989
71.0,65.991
71.10000000000001,65.443
71.2,36.076
71.3,96.466
71.4,55.539
71.5,32.085
71.60000000000001,45.352
71.7,49.59
71.8,49.362
71.9,61.826
72.0,30.616
72.10000000000001,69.849
72.2,49.587
72.3,30.65
72.4,112.567
72.5,77.939
72.60000000000001,53.393
72.7,30.401
72.8,64.788
72.9,73.173
73.0,41.78
73.10000000000001,32.428
73.2,30.71
73.3,55.92
73.4,56.571
73.5,30.064
73.60000000000001,102.534
73.7,55.127
73.8,40.153
73.9,46.831
74.0,41.042
74.10000000000001,52.531
74.2,30.554
74.3,109.762
74.4,60.847
74.5,47.868
74.60000000000001,63.338
74.7,45.111
74.8,70.475
74.9,66.788
75.0,30.166
75.10000000000001,93.708
75.2,64.002
75.3,51.554
75.4,30.252
75.5,58.787
75.60000000000001,70.87
75.7,41.627
75.8,30.996
75.9,72.062
76.0,67.283
76.10000000000001,52.472
76.2,43.229
76.3,59.575
76.4,71.213
76.5,43.873
76.60000000000001,60.377
76.7,29.966
76.80000000000001,65.31
76.9,65.851
77.0,45.201
77.10000000000001,61.433
77.2,30.47
77.30000000000001,60.349
77.4,63.24
77.5,58.559
77.60000000000001,60.22
77.7,49.264
77.80000000000001,29.972
77.9,66.977
78.0,61.36
78.10000000000001,61.161
78.2,61.483
78.30000000000001,31.309
78.4,30.009
78.5,46.223
78.60000000000001,36.806
78.7,46.031
78.80000000000001,51.035
78.9,29.673
79.0,55.217
79.10000000000001,67.835
79.2,33.896
79.30000000000001,31.764
79.4,61.116
79.5,59.364
79.60000000000001,47.198
79.7,61.319
79.80000000000001,66.01
79.9,29.776
80.0,107.257
80.10000000000001,64.091
80.2,39.463
80.30000000000001,36.282
80.4,47.421
80.5,50.113
80.60000000000001,51.737
80.7,50.65
80.80000000000001,30.34
80.9,39.157
81.0,32.523
81.10000000000001,31.075
81.2,52.969
81.30000000000001,55.564
81.4,30.208
81.5,96.951
81.60000000000001,65.532
81.7,50.618
81.80000000000001,54.978
81.9,34.286
82.0,30.288
82.10000000000001,69.135
82.2,29.886
82.30000000000001,76.122
82.4,38.074
82.5,53.81
82.60000000000001,42.968
82.7,78.68
82.80000000000001,65.577
82.9,52.657
83.0,61.264
83.10000000000001,61.351
83.2,35.585
83.30000000000001,72.744
83.4,65.298
83.5,47.479
83.60000000000001,61.263
83.7,30.454
83.80000000000001,64.611
83.9,64.732
84.0,61.526
84.10000000000001,72.743
84.2,65.816
84.30000000000001,50.938
84.4,30.937
84.5,64.895
84.60000000000001,58.896
84.7,49.017
84.80000000000001,53.576
84.9,37.268
85.0,63.746
85.10000000000001,70.721
85.2,35.704
85.30000000000001,30.593
85.4,67.296
85.5,53.572
85.60000000000001,29.731
85.7,82.52
85.80000000000001,66.133
85.9,50.176
86.0,34.192
86.10000000000001,70.508
86.2,66.606
86.30000000000001,50.855
86.4,61.179
86.5,30.09
86.60000000000001,46.387
86.7,59.432
86.80000000000001,57.773
86.9,39.319
87.0,73.042
87.10000000000001,64.57
87.2,29.864
87.30000000000001,43.163
87.4,78.094
87.5,57.184
87.60000000000001,30.026
87.7,45.021
87.80000000000001,73.262
87.9,61.037
88.0,61.329
88.10000000000001,61.258
88.2,30.141
88.30000000000001,54.412
88.4,69.923
88.5,30.013
88.60000000000001,29.524
88.7,65.552
88.80000000000001,61.075
88.9,61.243
89.0,61.449
89.10000000000001,30.034
89.2,74.895
89.30000000000001,65.524
89.4,29.911
89.5,74.938
89.60000000000001,49.901
89.7,33.777
89.80000000000001,32.833
89.9,82.645
90.0,29.749
90.10000000000001,86.169
90.2,67.792
90.30000000000001,45.395
90.4,60.273
90.5,65.248
90.60000000000001,30.17
90.7,76.021
90.80000000000001,66.291
90.9,41.72
91.0,30.576
91.10000000000001,57.1
91.2,62.064
91.30000000000001,29.879
91.4,90.104
91.5,64.03
91.60000000000001,34.041
91.7,42.064
91.80000000000001,48.391
91.9,49.713
92.0,60.56
92.10000000000001,29.865
92.2,36.514
92.30000000000001,77.876
92.4,29.626
92.5,74.162
92.60000000000001,35.666
92.7,54.61
92.80000000000001,49.241
92.9,39.214
93.0,76.257
93.10000000000001,61.463
93.2,37.081
93.30000000000001,31.205
93.4,67.514
93.5,55.323
93.60000000000001,30.003
93.7,88.693
93.80000000000001,64.2
93.9,55.142
94.0,30.529
94.10000000000001,63.117
94.2,64.23
94.30000000000001,48.357
94.4,30.378
94.5,68.255
94.60000000000001,66.468
94.7,52.292
94.80000000000001,58.684
94.9,30.785
95.0,44.601
95.10000000000001,62.96
95.2,28.777
95.30000000000001,33.217
95.4,46.935
95.5,33.852
95.60000000000001,57.279
95.7,61.652
95.80000000000001,57.2
95.9,31.575
96.0,29.827
96.10000000000001,68.041
96.2,59.326
96.30000000000001,39.108
96.4,72.263
96.5,64.025
96.60000000000001,51.454
96.7,61.216
96.80000000000001,29.76
96.9,30.33
97.0,36.279
97.10000000000001,54.504
97.2,57.623
97.30000000000001,29.83
97.4,70.342
97.5,66.216
97.60000000000001,58.683
97.7,60.627
97.80000000000001,49.338
97.9,46.198
98.0,75.62
98.10000000000001,62.748
98.2,60.212
98.30000000000001,61.997
98.4,32.126
98.5,41.494
98.60000000000001,59.566
98.7,29.547
98.80000000000001,95.044
98.9,51.105
99.0,35.103
99.10000000000001,45.629
99.2,50.309
99.30000000000001,29.694
99.4,49.751
99.5,73.527
99.60000000000001,46.414
99.7,30.675
99.80000000000001,65.11
99.9,64.893
100.0,59.385
100.10000000000001,29.821
100.2,90.005
100.30000000000001,51.853
100.4,35.303
100.5,44.087
100.60000000000001,49.293
100.7,49.115
100.80000000000001,57.803
100.9,29.712
101.0,94.025
101.10000000000001,54.88
101.2,33.509
101.30000000000001,45.794
101.4,49.565
101.5,52.79
101.60000000000001,44.319
101.7,40.602
101.80000000000001,78.386
101.9,56.505
102.0,57.765
102.10000000000001,29.633
102.2,69.452
102.30000000000001,65.954
102.4,29.637
102.5,94.901
102.60000000000001,65.115
102.7,51.098
102.80000000000001,34.463
102.9,46.194
103.0,59.429
103.10000000000001,56.918
103.2,59.771
103.30000000000001,61.156
103.4,29.875
103.5,75.479
103.60000000000001,39.903
103.7,46.02
103.80000000000001,31.764
103.9,85.689
104.0,47.266
104.10000000000001,42.111
104.2,37.892
104.30000000000001,68.352
104.4,55.676
104.5,29.799
104.60000000000001,54.715
104.7,71.844
104.80000000000001,43.785
104.9,58.819
105.0,50.632
105.10000000000001,46.609
105.2,55.407
105.30000000000001,34.646
105.4,45.173
105.5,61.468
105.60000000000001,45.477
105.7,33.806
105.80000000000001,45.4
105.9,58.402
106.0,55.947
106.10000000000001,50.543
106.2,108.159
106.30000000000001,66.445
106.4,51.068
106.5,59.992
106.60000000000001,31.23
106.7,29.499
106.80000000000001,46.313
106.9,56.488
107.0,29.737
107.10000000000001,116.757
107.2,73.658
107.30000000000001,29.875
107.4,46.402
107.5,62.854
107.60000000000001,61.121
107.7,48.737
107.80000000000001,117.688
107.9,76.345
108.0,63.845
108.10000000000001,60.951
108.2,61.073
108.30000000000001,29.542
108.4,106.866
108.5,63.225
108.60000000000001,34.734
108.7,32.033
108.80000000000001,69.124
108.9,57.205
109.0,60.807
109.10000000000001,60.867
109.2,29.447
109.30000000000001,97.648
109.4,66.593
109.5,38.326
109.60000000000001,43.307
109.7,49.954
109.80000000000001,46.938
109.9,43.658
110.0,42.986
110.10000000000001,42.885
110.2,31.927
110.30000000000001,80.585
110.4,66.903
110.5,60.946
110.60000000000001,60.766
110.7,29.668
110.80000000000001,29.441
110.9,69.845
111.0,55.791
111.10000000000001,29.752
111.2,32.836
111.30000000000001,58.28
111.4,41.962
111.5,44.881
111.60000000000001,67.775
111.7,29.005
111.80000000000001,29.341
111.9,79.639
112.0,60.627
112.10000000000001,60.997
112.2,29.472
112.30000000000001,63.251
112.4,67.732
112.5,29.522
112.60000000000001,67.585
112.7,71.384
112.80000000000001,42.417
112.9,29.282
113.0,60.96
113.10000000000001,66.735
113.2,48.344
113.30000000000001,44.314
113.4,57.455
113.5,77.538
113.60000000000001,57.397
113.7,47.813
113.80000000000001,87.112
113.9,54.156
114.0,49.272
114.10000000000001,29.048
114.2,70.478
114.30000000000001,62.624
114.4,49.398
114.5,48.995
114.60000000000001,93.694
114.7,60.14
114.80000000000001,53.51
114.9,59.428
115.0,34.415
115.10000000000001,52.67
115.2,61.903
115.30000000000001,29.16
115.4,56.407
115.5,73.052
115.60000000000001,30.367
115.7,60.875
115.80000000000001,63.183
115.9,58.242
116.0,29.251
116.10000000000001,70.796
116.2,68.761
116.30000000000001,46.834
116.4,33.245
116.5,73.981
116.60000000000001,66.939
116.7,49.058
116.80000000000001,59.906
116.9,29.551
117.0,69.679
117.10000000000001,35.375
117.2,57.358
117.30000000000001,59.244
117.4,53.446
117.5,76.369
117.60000000000001,67.722
117.7,58.386
117.80000000000001,59.903
117.9,29.113
118.0,35.405
118.10000000000001,67.484
118.2,48.69
118.30000000000001,61.851
118.4,60.489
118.5,29.659
118.60000000000001,58.0
118.7,63.73
118.80000000000001,52.492
118.9,32.769
119.0,47.687
119.10000000000001,33.784
119.2,46.378
119.30000000000001,50.318
119.4,45.521
119.5,45.556
119.60000000000001,48.812
119.7,49.128
119.80000000000001,29.586
119.9,63.713
120.0,64.744
120.10000000000001,59.285
120.2,29.247
120.30000000000001,54.257
120.4,57.586
120.5,32.762
120.60000000000001,29.281
120.7,79.642
120.80000000000001,58.565
120.9,59.751
121.0,60.178
121.10000000000001,29.089
121.2,89.103
121.30000000000001,59.359
121.4,28.976
121.5,77.801
121.60000000000001,65.987
121.7,57.048
121.80000000000001,35.358
121.9,78.561
122.0,67.623
122.10000000000001,58.955
122.2,60.446
122.30000000000001,32.009
122.4,61.481
122.5,64.103
122.60000000000001,29.188
122.7,70.354
122.80000000000001,68.425
122.9,47.237
123.0,30.714
123.10000000000001,56.874
123.2,81.678
123.30000000000001,47.029
123.4,60.35
123.5,60.909
123.60000000000001,29.782
123.7,65.791
123.80000000000001,65.631
123.9,59.136
124.0,29.202
124.10000000000001,86.61
124.2,62.348
124.30000000000001,29.71
124.4,64.614
124.5,38.835
124.60000000000001,55.79
124.7,47.601
124.80000000000001,45.172
124.9,75.796
125.0,46.257
125.10000000000001,58.827
125.2,60.364
125.30000000000001,32.116
125.4,72.029
125.5,63.884
125.60000000000001,29.197
125.7,86.225
125.80000000000001,65.437
125.9,47.251
126.0,32.89
126.10000000000001,29.033
126.2,54.656
126.30000000000001,57.752
126.4,29.399
126.5,83.506
126.60000000000001,71.321
126.7,39.497
126.80000000000001,59.34
126.9,29.352
127.0,71.283
127.10000000000001,67.225
127.2,47.686
127.30000000000001,49.374
127.4,74.005
127.5,67.507
127.60000000000001,28.991
127.7,66.296
127.80000000000001,68.822
127.9,46.893
128.0,30.009
128.1,53.748
128.20000000000002,61.122
128.3,57.363
128.4,60.44
128.5,60.862
128.6,29.074
128.70000000000002,76.566
128.8,56.187
128.9,37.789
129.0,42.308
129.1,48.868
129.20000000000002,49.182
129.3,60.638
129.4,29.687
129.5,101.627
129.6,68.902
129.70000000000002,34.172
129.8,31.524
129.9,58.06
130.0,28.972
130.1,96.296
130.20000000000002,57.205
130.3,41.077
130.4,36.957
130.5,47.385
130.6,53.135
130.70000000000002,61.558
130.8,60.762
130.9,29.716
131.0,30.442
131.1,81.255
131.20000000000002,57.024
131.3,31.058
131.4,31.306
131.5,80.49
131.6,42.088
131.70000000000002,116.746
131.8,77.637
131.9,28.424
132.0,38.696
132.1,49.71
132.20000000000002,46.239
132.3,60.008
132.4,51.312
132.5,31.035
132.6,69.486
132.70000000000002,28.952
132.8,87.543
132.9,57.822
133.0,48.857
133.1,35.454
133.20000000000002,30.003
133.3,67.55
133.4,56.213
133.5,28.945
133.6,75.633
133.70000000000002,66.982
133.8,61.984
133.9,29.893
134.0,68.239
134.1,66.464
134.20000000000002,51.835
134.3,92.58
134.4,62.457
134.5,48.101
134.6,31.908
134.70000000000002,35.26
134.8,56.708
134.9,54.576
135.0,58.686
135.1,30.341
135.20000000000002,75.021
135.3,41.026
135.4,32.906
135.5,44.629
135.6,34.779
135.70000000000002,48.199
135.8,34.852
135.9,67.345
136.0,59.769
136.1,54.586
136.20000000000002,40.561
136.3,49.469
136.4,69.343
136.5,59.158
136.6,29.47
136.70000000000002,70.002
136.8,65.62
136.9,59.81
137.0,59.861
137.1,55.306
137.20000000000002,51.556
137.3,47.788
137.4,54.926
137.5,57.628
137.6,52.015
137.70000000000002,47.408
137.8,67.967
137.9,54.106
138.0,60.879
138.1,29.54
138.20000000000002,50.31
138.3,60.963
138.4,57.385
138.5,57.71
138.6,60.956
138.70000000000002,29.209
138.8,63.059
138.9,64.979
139.0,30.095
139.1,38.922
139.20000000000002,57.509
139.3,31.036
139.4,93.498
139.5,47.494
139.6,34.274
139.70000000000002,44.928
139.8,49.829
139.9,49.152
140.0,48.022
140.1,43.943
140.20000000000002,76.37
140.3,41.33
140.4,116.613
140.5,73.649
140.6,29.295
140.70000000000002,29.083
140.8,76.566
140.9,58.058
141.0,60.83
141.1,29.022
141.20000000000002,106.355
141.3,73.125
141.4,29.09
141.5,59.457
141.6,69.592
141.70000000000002,47.073
141.8,29.792
141.9,71.22
142.0,67.291
142.1,52.669
142.20000000000002,60.004
142.3,29.052
142.4,94.003
142.5,66.319
142.6,28.891
142.70000000000002,116.496
142.8,75.988
142.9,62.605
143.0,28.99
143.1,52.529
143.20000000000002,72.737
143.3,43.785
143.4,60.125
143.5,60.288
143.6,29.309
143.70000000000002,73.603
143.8,66.21
143.9,51.599
144.0,29.483
144.1,76.413
144.20000000000002,35.567
144.3,43.825
144.4,86.827
144.5,60.829
144.6,50.729
144.70000000000002,30.1
144.8,66.361
144.9,62.816
145.0,51.718
145.1,59.208
145.20000000000002,30.077
145.3,55.831
145.4,61.154
145.5,50.889
145.6,46.38
145.70000000000002,51.053
145.8,58.06
145.9,29.459
146.0,69.271
146.1,65.839
146.20000000000002,59.978
146.3,34.127
146.4,33.753
146.5,57.176
146.6,56.135
146.70000000000002,60.643
146.8,29.783
146.9,117.788
147.0,68.562
147.1,50.041
147.20000000000002,29.247
147.3,88.23
147.4,52.741
147.5,34.213
147.6,45.605
147.70000000000002,56.247
147.8,51.468
147.9,45.805
148.0,92.195
148.1,57.307
148.20000000000002,46.902
148.3,59.669
148.4,60.451
148.5,29.21
148.6,46.525
148.70000000000002,72.523
148.8,29.252
148.9,69.458
149.0,48.176
